,num,p_num,unique_id,author,publish_year,title,m_num,lat,long,climate_region,country,state_province,estuary,marsh,specific_site,time_frame,repeat.,sampling_year,sampling_year_full,specific_date_condition,specific_time,month,season,plant_species,plant_comment,section,tide,salinity,salinity_loc,ch4_n,ch4_flux,ch4_var,ch4_var_type,ch4_units,ch4_chamber,ch4_loc,soil_temp,soil_source,soil_temp_var,pw_salinity,pw_salinity_var,pw_conductivity,pw_conductivity_var,cond_convert,salinity_conductivity,enviro_source,ch4_method,ch4_method_simple,method,brand,brand2,model,group_key
35,39,4,821,Cao et al.,2020,Spatial and temporal variations of the greenhouse gas emissions in coastal saline wetlands in southeastern China,29,33.614298,120.559789,subtropical/warm temperate,China,Jiangsu,Xinyang,Yancheng National Natural Reserve,NA,autumn,NA,2013,2013-2014,NA,NA,"September, October",fall,Phragmites australis,NA,NA,mesotidal,oligohaline,"based on Zhang et al. 2015 and Zhou et al. 2015, the soluble total salt concentration is 2.00~8.00 g kg−1 (Liu et al., 2007)",6,-1.869974,119.1497582,NA,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent,"4_Xinyang_Yancheng National Natural Reserve_2013_September, October_Phragmites australis_oligohaline_dark_NA_NA"
36,40,4,809,Cao et al.,2020,Spatial and temporal variations of the greenhouse gas emissions in coastal saline wetlands in southeastern China,30,33.614298,120.559789,subtropical/warm temperate,China,Jiangsu,Xinyang,Yancheng National Natural Reserve,NA,winter,NA,2013,2013-2014,NA,NA,"December, January, Febuary",winter,Phragmites australis,NA,NA,mesotidal,oligohaline,"based on Zhang et al. 2015 and Zhou et al. 2015, the soluble total salt concentration is 2.00~8.00 g kg−1 (Liu et al., 2007)",9,0.623325,116.7859181,NA,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent,"4_Xinyang_Yancheng National Natural Reserve_2013_December, January, Febuary_Phragmites australis_oligohaline_dark_NA_NA"
37,41,4,817,Cao et al.,2020,Spatial and temporal variations of the greenhouse gas emissions in coastal saline wetlands in southeastern China,31,33.614298,120.559789,subtropical/warm temperate,China,Jiangsu,Xinyang,Yancheng National Natural Reserve,NA,spring,NA,2013,2013-2014,NA,NA,"March, April, May",spring,Phragmites australis,NA,NA,mesotidal,oligohaline,"based on Zhang et al. 2015 and Zhou et al. 2015, the soluble total salt concentration is 2.00~8.00 g kg−1 (Liu et al., 2007)",15,-0.623325,117.9678386,NA,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent,"4_Xinyang_Yancheng National Natural Reserve_2013_March, April, May_Phragmites australis_oligohaline_dark_NA_NA"
38,42,4,814,Cao et al.,2020,Spatial and temporal variations of the greenhouse gas emissions in coastal saline wetlands in southeastern China,32,33.614298,120.559789,subtropical/warm temperate,China,Jiangsu,Xinyang,Yancheng National Natural Reserve,NA,summer,NA,2013,2013-2014,NA,NA,"June, July, August",summer,Schoenoplectus triqueter,NA,NA,mesotidal,mesohaline,"based on Zhang et al. 2015 and Zhou et al. 2015, the soluble total salt concentration is 2.00~8.00 g kg−1 (Liu et al., 2007)",18,28.672941,37.76933943,NA,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent,"4_Xinyang_Yancheng National Natural Reserve_2013_June, July, August_Schoenoplectus triqueter_mesohaline_dark_NA_NA"
39,43,4,822,Cao et al.,2020,Spatial and temporal variations of the greenhouse gas emissions in coastal saline wetlands in southeastern China,33,33.614298,120.559789,subtropical/warm temperate,China,Jiangsu,Xinyang,Yancheng National Natural Reserve,NA,autumn,NA,2013,2013-2014,NA,NA,"September, October",fall,Schoenoplectus triqueter,NA,NA,mesotidal,mesohaline,"based on Zhang et al. 2015 and Zhou et al. 2015, the soluble total salt concentration is 2.00~8.00 g kg−1 (Liu et al., 2007)",6,1.24665,63.7715818,NA,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent,"4_Xinyang_Yancheng National Natural Reserve_2013_September, October_Schoenoplectus triqueter_mesohaline_dark_NA_NA"
40,44,4,810,Cao et al.,2020,Spatial and temporal variations of the greenhouse gas emissions in coastal saline wetlands in southeastern China,34,33.614298,120.559789,subtropical/warm temperate,China,Jiangsu,Xinyang,Yancheng National Natural Reserve,NA,winter,NA,2013,2013-2014,NA,NA,"December, January, Febuary",winter,Schoenoplectus triqueter,NA,NA,mesotidal,mesohaline,"based on Zhang et al. 2015 and Zhou et al. 2015, the soluble total salt concentration is 2.00~8.00 g kg−1 (Liu et al., 2007)",9,-0.623325,65.54446255,NA,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent,"4_Xinyang_Yancheng National Natural Reserve_2013_December, January, Febuary_Schoenoplectus triqueter_mesohaline_dark_NA_NA"
41,45,4,818,Cao et al.,2020,Spatial and temporal variations of the greenhouse gas emissions in coastal saline wetlands in southeastern China,35,33.614298,120.559789,subtropical/warm temperate,China,Jiangsu,Xinyang,Yancheng National Natural Reserve,NA,spring,NA,2013,2013-2014,NA,NA,"March, April, May",spring,Schoenoplectus triqueter,NA,NA,mesotidal,mesohaline,"based on Zhang et al. 2015 and Zhou et al. 2015, the soluble total salt concentration is 2.00~8.00 g kg−1 (Liu et al., 2007)",15,-0.623325,65.54446255,NA,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent,"4_Xinyang_Yancheng National Natural Reserve_2013_March, April, May_Schoenoplectus triqueter_mesohaline_dark_NA_NA"
42,46,5,944,Carey et al.,2022,Higher Temperature Sensitivity of Ecosystem Respiration in Low Marsh Compared to High Elevation Marsh Ecosystems,1,41.554382,-70.506984,continental,USA,Massachusetts,Waquoit Bay,Sage Lot Pond,NA,day,NA,2014,2014,NA,NA,July,summer,Juncus sp.,NA,high marsh,microtidal,polyhaline,salinity in paper,9,5.148,4.104,SD,nmol/m2/s,light and dark,tab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,in situ,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,Picarro,,Picarro,5_Waquoit Bay_Sage Lot Pond_2014_July_Juncus sp._polyhaline_light and dark_NA_high marsh
43,47,5,941,Carey et al.,2022,Higher Temperature Sensitivity of Ecosystem Respiration in Low Marsh Compared to High Elevation Marsh Ecosystems,2,41.554382,-70.506984,continental,USA,Massachusetts,Waquoit Bay,Sage Lot Pond,NA,day,NA,2014,2014,NA,NA,August,summer,Juncus sp.,NA,high marsh,microtidal,polyhaline,salinity in paper,9,3.744,2.88,SD,nmol/m2/s,light and dark,tab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,in situ,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,Picarro,,Picarro,5_Waquoit Bay_Sage Lot Pond_2014_August_Juncus sp._polyhaline_light and dark_NA_high marsh
44,48,5,947,Carey et al.,2022,Higher Temperature Sensitivity of Ecosystem Respiration in Low Marsh Compared to High Elevation Marsh Ecosystems,3,41.554382,-70.506984,continental,USA,Massachusetts,Waquoit Bay,Sage Lot Pond,NA,day,NA,2014,2014,NA,NA,September,fall,Juncus sp.,NA,high marsh,microtidal,polyhaline,salinity in paper,4,1.008,0.684,SD,nmol/m2/s,light and dark,tab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,in situ,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,Picarro,,Picarro,5_Waquoit Bay_Sage Lot Pond_2014_September_Juncus sp._polyhaline_light and dark_NA_high marsh
45,49,5,946,Carey et al.,2022,Higher Temperature Sensitivity of Ecosystem Respiration in Low Marsh Compared to High Elevation Marsh Ecosystems,4,41.554382,-70.506984,continental,USA,Massachusetts,Waquoit Bay,Sage Lot Pond,NA,day,NA,2014,2014,NA,NA,October,fall,Juncus sp.,NA,high marsh,microtidal,polyhaline,salinity in paper,6,1.116,0.468,SD,nmol/m2/s,light and dark,tab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,in situ,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,Picarro,,Picarro,5_Waquoit Bay_Sage Lot Pond_2014_October_Juncus sp._polyhaline_light and dark_NA_high marsh
46,50,5,945,Carey et al.,2022,Higher Temperature Sensitivity of Ecosystem Respiration in Low Marsh Compared to High Elevation Marsh Ecosystems,5,41.554382,-70.506984,continental,USA,Massachusetts,Waquoit Bay,Sage Lot Pond,NA,day,NA,2014,2014,NA,NA,November,fall,Juncus sp.,NA,high marsh,microtidal,polyhaline,salinity in paper,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,Picarro,,Picarro,5_Waquoit Bay_Sage Lot Pond_2014_November_Juncus sp._polyhaline__NA_high marsh
47,51,5,942,Carey et al.,2022,Higher Temperature Sensitivity of Ecosystem Respiration in Low Marsh Compared to High Elevation Marsh Ecosystems,6,41.554382,-70.506984,continental,USA,Massachusetts,Waquoit Bay,Sage Lot Pond,NA,day,NA,2014,2014,NA,NA,December,winter,Juncus sp.,NA,high marsh,microtidal,polyhaline,salinity in paper,2,0.756,0.324,SD,nmol/m2/s,light and dark,tab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,in situ,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,Picarro,,Picarro,5_Waquoit Bay_Sage Lot Pond_2014_December_Juncus sp._polyhaline_light and dark_NA_high marsh
48,52,5,943,Carey et al.,2022,Higher Temperature Sensitivity of Ecosystem Respiration in Low Marsh Compared to High Elevation Marsh Ecosystems,7,41.554382,-70.506984,continental,USA,Massachusetts,Waquoit Bay,Sage Lot Pond,NA,day,NA,2014,2014,NA,NA,January,winter,Juncus sp.,NA,high marsh,microtidal,polyhaline,salinity in paper,2,0.756,0.036,SD,nmol/m2/s,light and dark,tab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,in situ,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,Picarro,,Picarro,5_Waquoit Bay_Sage Lot Pond_2014_January_Juncus sp._polyhaline_light and dark_NA_high marsh
49,53,5,948,Carey et al.,2022,Higher Temperature Sensitivity of Ecosystem Respiration in Low Marsh Compared to High Elevation Marsh Ecosystems,8,41.554382,-70.506984,continental,USA,Massachusetts,Waquoit Bay,Sage Lot Pond,NA,day,NA,2015,2015,NA,NA,April,spring,Juncus sp.,NA,high marsh,microtidal,polyhaline,salinity in paper,NA,NA,NA,NA,nmol/m2/s,,tab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,Picarro,,Picarro,5_Waquoit Bay_Sage Lot Pond_2015_April_Juncus sp._polyhaline__NA_high marsh
50,54,5,958,Carey et al.,2022,Higher Temperature Sensitivity of Ecosystem Respiration in Low Marsh Compared to High Elevation Marsh Ecosystems,9,41.554382,-70.506984,continental,USA,Massachusetts,Waquoit Bay,Sage Lot Pond,NA,day,NA,2015,2015,NA,NA,May,spring,Juncus sp.,NA,high marsh,microtidal,polyhaline,salinity in paper,3,0.576,0.252,SD,nmol/m2/s,light and dark,tab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,in situ,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,Picarro,,Picarro,5_Waquoit Bay_Sage Lot Pond_2015_May_Juncus sp._polyhaline_light and dark_NA_high marsh
51,55,5,956,Carey et al.,2022,Higher Temperature Sensitivity of Ecosystem Respiration in Low Marsh Compared to High Elevation Marsh Ecosystems,10,41.554382,-70.506984,continental,USA,Massachusetts,Waquoit Bay,Sage Lot Pond,NA,day,NA,2015,2015,NA,NA,June,summer,Juncus sp.,NA,high marsh,microtidal,polyhaline,salinity in paper,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,Picarro,,Picarro,5_Waquoit Bay_Sage Lot Pond_2015_June_Juncus sp._polyhaline__NA_high marsh
52,56,5,954,Carey et al.,2022,Higher Temperature Sensitivity of Ecosystem Respiration in Low Marsh Compared to High Elevation Marsh Ecosystems,11,41.554382,-70.506984,continental,USA,Massachusetts,Waquoit Bay,Sage Lot Pond,NA,day,NA,2015,2015,NA,NA,July,summer,Juncus sp.,NA,high marsh,microtidal,polyhaline,salinity in paper,4,1.476,0.936,SD,nmol/m2/s,light and dark,tab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,in situ,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,Picarro,,Picarro,5_Waquoit Bay_Sage Lot Pond_2015_July_Juncus sp._polyhaline_light and dark_NA_high marsh
53,57,5,950,Carey et al.,2022,Higher Temperature Sensitivity of Ecosystem Respiration in Low Marsh Compared to High Elevation Marsh Ecosystems,12,41.554382,-70.506984,continental,USA,Massachusetts,Waquoit Bay,Sage Lot Pond,NA,day,NA,2015,2015,NA,NA,August,summer,Juncus sp.,NA,high marsh,microtidal,polyhaline,salinity in paper,5,7.812,6.156,SD,nmol/m2/s,light and dark,tab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,in situ,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,Picarro,,Picarro,5_Waquoit Bay_Sage Lot Pond_2015_August_Juncus sp._polyhaline_light and dark_NA_high marsh
54,58,5,963,Carey et al.,2022,Higher Temperature Sensitivity of Ecosystem Respiration in Low Marsh Compared to High Elevation Marsh Ecosystems,13,41.554382,-70.506984,continental,USA,Massachusetts,Waquoit Bay,Sage Lot Pond,NA,day,NA,2015,2015,NA,NA,September,fall,Juncus sp.,NA,high marsh,microtidal,polyhaline,salinity in paper,2,1.224,0.036,SD,nmol/m2/s,light and dark,tab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,in situ,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,Picarro,,Picarro,5_Waquoit Bay_Sage Lot Pond_2015_September_Juncus sp._polyhaline_light and dark_NA_high marsh
55,59,5,961,Carey et al.,2022,Higher Temperature Sensitivity of Ecosystem Respiration in Low Marsh Compared to High Elevation Marsh Ecosystems,14,41.554382,-70.506984,continental,USA,Massachusetts,Waquoit Bay,Sage Lot Pond,NA,day,NA,2015,2015,NA,NA,October,fall,Juncus sp.,NA,high marsh,microtidal,polyhaline,salinity in paper,2,0.54,0.144,SD,nmol/m2/s,light and dark,tab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,in situ,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,Picarro,,Picarro,5_Waquoit Bay_Sage Lot Pond_2015_October_Juncus sp._polyhaline_light and dark_NA_high marsh
56,60,5,955,Carey et al.,2022,Higher Temperature Sensitivity of Ecosystem Respiration in Low Marsh Compared to High Elevation Marsh Ecosystems,15,41.554382,-70.506984,continental,USA,Massachusetts,Waquoit Bay,Sage Lot Pond,NA,day,NA,2015,2015,NA,NA,July,summer,Spartina alterniflora,NA,low marsh,microtidal,polyhaline,salinity in paper,10,6.804,3.6,SD,nmol/m2/s,light and dark,tab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,in situ,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,Picarro,,Picarro,5_Waquoit Bay_Sage Lot Pond_2015_July_Spartina alterniflora_polyhaline_light and dark_NA_low marsh
57,61,5,951,Carey et al.,2022,Higher Temperature Sensitivity of Ecosystem Respiration in Low Marsh Compared to High Elevation Marsh Ecosystems,16,41.554382,-70.506984,continental,USA,Massachusetts,Waquoit Bay,Sage Lot Pond,NA,day,NA,2015,2015,NA,NA,August,summer,Spartina alterniflora,NA,low marsh,microtidal,polyhaline,salinity in paper,4,5.004,4.32,SD,nmol/m2/s,light and dark,tab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,in situ,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,Picarro,,Picarro,5_Waquoit Bay_Sage Lot Pond_2015_August_Spartina alterniflora_polyhaline_light and dark_NA_low marsh
58,62,5,964,Carey et al.,2022,Higher Temperature Sensitivity of Ecosystem Respiration in Low Marsh Compared to High Elevation Marsh Ecosystems,17,41.554382,-70.506984,continental,USA,Massachusetts,Waquoit Bay,Sage Lot Pond,NA,day,NA,2015,2015,NA,NA,September,fall,Spartina alterniflora,NA,low marsh,microtidal,polyhaline,salinity in paper,8,2.232,1.728,SD,nmol/m2/s,light and dark,tab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,in situ,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,Picarro,,Picarro,5_Waquoit Bay_Sage Lot Pond_2015_September_Spartina alterniflora_polyhaline_light and dark_NA_low marsh
59,63,5,962,Carey et al.,2022,Higher Temperature Sensitivity of Ecosystem Respiration in Low Marsh Compared to High Elevation Marsh Ecosystems,18,41.554382,-70.506984,continental,USA,Massachusetts,Waquoit Bay,Sage Lot Pond,NA,day,NA,2015,2015,NA,NA,October,fall,Spartina alterniflora,NA,low marsh,microtidal,polyhaline,salinity in paper,5,0.9,0.216,SD,nmol/m2/s,light and dark,tab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,in situ,in situ closed chamber with portable cavity ring-down spectrometer gas analyzer,Picarro,,Picarro,5_Waquoit Bay_Sage Lot Pond_2015_October_Spartina alterniflora_polyhaline_light and dark_NA_low marsh
