,num,p_num,unique_id,author,publish_year,title,m_num,lat,long,climate_region,country,state_province,estuary,marsh,specific_site,time_frame,sampling_year,sampling_year_full,specific_date_condition,specific_time,month,season,plant_species,plant_comment,section,tide,salinity,salinity_loc,ch4_n,ch4_flux,ch4_var,ch4_var_type,ch4_units,ch4_chamber,ch4_loc,soil_temp,soil_source,soil_temp_var,pw_salinity,pw_salinity_var,pw_conductivity,pw_conductivity_var,cond_convert,salinity_conductivity,enviro_source,ch4_method,ch4_method_simple,method,brand,brand2,model,repeat_flag,group_key,yi,vi
36,336,18,595,Emery et al.,2018,Salt Marsh Greenhouse Gas Fluxes and Microbial Communities Are Not Sensitive to the First Year of Precipitation Change,16,42.0387,-70.2048,continental,USA,Massachusetts,Cape Cod Bay,West End Marsh,Sandy,day,2014,2014,"month, spring",NA,October,fall,Spartina patens,NA,high,mesotidal,polyhaline,salinity in paper,3,0.55,2.13,SE,umol/m2/h,light,supp fig,14.35,NA,0,27.78,2.22,NA,NA,NA,27.78,"fig, supp fig",closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,18_Cape Cod Bay_West End Marsh_2014_October_Spartina patens_polyhaline_light_Sandy_high,0.525480448,3
37,337,18,595,Emery et al.,2018,Salt Marsh Greenhouse Gas Fluxes and Microbial Communities Are Not Sensitive to the First Year of Precipitation Change,17,42.0387,-70.2048,continental,USA,Massachusetts,Cape Cod Bay,West End Marsh,Sandy,day,2014,2014,"month, neap",NA,October,fall,Spartina patens,NA,high,mesotidal,polyhaline,salinity in paper,3,0.72,3.66,SE,umol/m2/h,light,supp fig,15.65,NA,0,30,0.32,NA,NA,NA,30,"fig, supp fig",closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,18_Cape Cod Bay_West End Marsh_2014_October_Spartina patens_polyhaline_light_Sandy_high,0.668974227,3
38,338,18,594,Emery et al.,2018,Salt Marsh Greenhouse Gas Fluxes and Microbial Communities Are Not Sensitive to the First Year of Precipitation Change,18,42.0387,-70.2048,continental,USA,Massachusetts,Cape Cod Bay,West End Marsh,Sandy,day,2014,2014,"month, spring",NA,November,fall,Spartina patens,NA,high,mesotidal,polyhaline,salinity in paper,3,-0.16,1.25,SE,umol/m2/h,light,supp fig,11.61,NA,0,29.68,1.59,NA,NA,NA,29.68,supp fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,18_Cape Cod Bay_West End Marsh_2014_November_Spartina patens_polyhaline_light_Sandy_high,-0.15932508,3
39,339,18,594,Emery et al.,2018,Salt Marsh Greenhouse Gas Fluxes and Microbial Communities Are Not Sensitive to the First Year of Precipitation Change,19,42.0387,-70.2048,continental,USA,Massachusetts,Cape Cod Bay,West End Marsh,Sandy,day,2014,2014,"month, neap",NA,November,fall,Spartina patens,NA,high,mesotidal,polyhaline,salinity in paper,3,-1.06,2.29,SE,umol/m2/h,light,supp fig,4.35,NA,0,28.73,5.56,NA,NA,NA,28.73,supp fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,18_Cape Cod Bay_West End Marsh_2014_November_Spartina patens_polyhaline_light_Sandy_high,-0.923170094,3
40,340,18,600,Emery et al.,2018,Salt Marsh Greenhouse Gas Fluxes and Microbial Communities Are Not Sensitive to the First Year of Precipitation Change,20,42.7488,-70.8511,continental,USA,Massachusetts,Plum Island Sound Estuary,Rough Meadows Marsh,Peaty,day,2015,2015,"month, spring",NA,May,spring,Spartina patens,NA,high,mesotidal,polyhaline,salinity in paper,3,1.4,3.15,SE,umol/m2/h,light,supp fig,13.06,NA,0,21.75,0.95,NA,NA,NA,21.75,supp fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,18_Plum Island Sound Estuary_Rough Meadows Marsh_2015_May_Spartina patens_polyhaline_light_Peaty_high,1.137982046,3
41,341,18,600,Emery et al.,2018,Salt Marsh Greenhouse Gas Fluxes and Microbial Communities Are Not Sensitive to the First Year of Precipitation Change,21,42.7488,-70.8511,continental,USA,Massachusetts,Plum Island Sound Estuary,Rough Meadows Marsh,Peaty,day,2015,2015,"month, neap",NA,May,spring,Spartina patens,NA,high,mesotidal,polyhaline,salinity in paper,3,4.21,3.66,SE,umol/m2/h,light,supp fig,18.06,NA,0,21.43,0.32,NA,NA,NA,21.43,supp fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,18_Plum Island Sound Estuary_Rough Meadows Marsh_2015_May_Spartina patens_polyhaline_light_Peaty_high,2.144425508,3
42,342,18,599,Emery et al.,2018,Salt Marsh Greenhouse Gas Fluxes and Microbial Communities Are Not Sensitive to the First Year of Precipitation Change,22,42.7488,-70.8511,continental,USA,Massachusetts,Plum Island Sound Estuary,Rough Meadows Marsh,Peaty,day,2015,2015,"month, spring",NA,June,summer,Spartina patens,NA,high,mesotidal,polyhaline,salinity in paper,3,-8.81,3.24,SE,umol/m2/h,light,supp fig,17.42,NA,0,20.63,NA,NA,NA,NA,20.63,"fig, supp fig",closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,18_Plum Island Sound Estuary_Rough Meadows Marsh_2015_June_Spartina patens_polyhaline_light_Peaty_high,-2.87224015,3
43,343,18,599,Emery et al.,2018,Salt Marsh Greenhouse Gas Fluxes and Microbial Communities Are Not Sensitive to the First Year of Precipitation Change,23,42.7488,-70.8511,continental,USA,Massachusetts,Plum Island Sound Estuary,Rough Meadows Marsh,Peaty,day,2015,2015,"month, neap",NA,June,summer,Spartina patens,NA,high,mesotidal,polyhaline,salinity in paper,3,0.55,7.58,SE,umol/m2/h,light,supp fig,18.39,NA,0,20.63,0,NA,NA,NA,20.63,"fig, supp fig",closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,18_Plum Island Sound Estuary_Rough Meadows Marsh_2015_June_Spartina patens_polyhaline_light_Peaty_high,0.525480448,3
44,344,18,598,Emery et al.,2018,Salt Marsh Greenhouse Gas Fluxes and Microbial Communities Are Not Sensitive to the First Year of Precipitation Change,24,42.7488,-70.8511,continental,USA,Massachusetts,Plum Island Sound Estuary,Rough Meadows Marsh,Peaty,day,2015,2015,"month, spring",NA,July,summer,Spartina patens,NA,high,mesotidal,polyhaline,salinity in paper,3,0.81,2.72,SE,umol/m2/h,light,supp fig,21.61,NA,0,18.89,NA,NA,NA,NA,18.89,supp fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,18_Plum Island Sound Estuary_Rough Meadows Marsh_2015_July_Spartina patens_polyhaline_light_Peaty_high,0.740457912,3
45,345,18,598,Emery et al.,2018,Salt Marsh Greenhouse Gas Fluxes and Microbial Communities Are Not Sensitive to the First Year of Precipitation Change,25,42.7488,-70.8511,continental,USA,Massachusetts,Plum Island Sound Estuary,Rough Meadows Marsh,Peaty,day,2015,2015,"month, neap",NA,July,summer,Spartina patens,NA,high,mesotidal,polyhaline,salinity in paper,3,-0.98,0.59,SE,umol/m2/h,light,supp fig,19.84,NA,0,20.95,0,NA,NA,NA,20.95,supp fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,18_Plum Island Sound Estuary_Rough Meadows Marsh_2015_July_Spartina patens_polyhaline_light_Peaty_high,-0.867160507,3
46,347,18,597,Emery et al.,2018,Salt Marsh Greenhouse Gas Fluxes and Microbial Communities Are Not Sensitive to the First Year of Precipitation Change,27,42.7488,-70.8511,continental,USA,Massachusetts,Plum Island Sound Estuary,Rough Meadows Marsh,Peaty,day,2015,2015,"month, neap",NA,August,summer,Spartina patens,NA,high,mesotidal,polyhaline,salinity in paper,3,3.19,2.38,SE,umol/m2/h,light,supp fig,21.77,NA,0,23.17,0,NA,NA,NA,23.17,supp fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,18_Plum Island Sound Estuary_Rough Meadows Marsh_2015_August_Spartina patens_polyhaline_light_Peaty_high,1.876876581,3
47,349,18,604,Emery et al.,2018,Salt Marsh Greenhouse Gas Fluxes and Microbial Communities Are Not Sensitive to the First Year of Precipitation Change,29,42.7488,-70.8511,continental,USA,Massachusetts,Plum Island Sound Estuary,Rough Meadows Marsh,Peaty,day,2015,2015,"month, spring",NA,October,fall,Spartina patens,NA,high,mesotidal,polyhaline,salinity in paper,3,9.4,7.06,SE,umol/m2/h,light,supp fig,15.16,NA,0,26.51,0,NA,NA,NA,26.51,"fig, supp fig",closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,18_Plum Island Sound Estuary_Rough Meadows Marsh_2015_October_Spartina patens_polyhaline_light_Peaty_high,2.936674272,3
48,350,18,604,Emery et al.,2018,Salt Marsh Greenhouse Gas Fluxes and Microbial Communities Are Not Sensitive to the First Year of Precipitation Change,30,42.7488,-70.8511,continental,USA,Massachusetts,Plum Island Sound Estuary,Rough Meadows Marsh,Peaty,day,2015,2015,"month, neap",NA,October,fall,Spartina patens,NA,high,mesotidal,polyhaline,salinity in paper,3,-3.02,4.93,SE,umol/m2/h,light,supp fig,13.39,NA,0,23.97,0,NA,NA,NA,23.97,"fig, supp fig",closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,18_Plum Island Sound Estuary_Rough Meadows Marsh_2015_October_Spartina patens_polyhaline_light_Peaty_high,-1.824752112,3
49,352,19,611,Emery and Fulweiler,2014,Spartina alterniflora and invasive Phragmites australis stands have similar greenhouse gas emissions in a New England marsh,1,42.744051,-70.849776,continental,USA,Massachusetts,Plum Island Sound Estuary,Rough Meadows Marsh,NA,day,2012,2012,NA,NA,January,winter,Spartina alterniflora,NA,NA,mesotidal,mesohaline,salinity in paper,3,4,3.2,SE,umol/m2/h,light,fig,0,NA,0.78,9.93,1.23,NA,NA,NA,9.93,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,19_Plum Island Sound Estuary_Rough Meadows Marsh_2012_January_Spartina alterniflora_mesohaline_light_NA_NA,2.094712547,3
50,353,19,617,Emery and Fulweiler,2014,Spartina alterniflora and invasive Phragmites australis stands have similar greenhouse gas emissions in a New England marsh,2,42.744051,-70.849776,continental,USA,Massachusetts,Plum Island Sound Estuary,Rough Meadows Marsh,NA,day,2012,2012,NA,NA,March,spring,Spartina alterniflora,NA,NA,mesotidal,mesohaline,salinity in paper,3,-5.6,2.4,SE,umol/m2/h,light,fig,9.51,NA,0.39,10.96,1.64,NA,NA,NA,10.96,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,19_Plum Island Sound Estuary_Rough Meadows Marsh_2012_March_Spartina alterniflora_mesohaline_light_NA_NA,-2.423792044,3
51,354,19,607,Emery and Fulweiler,2014,Spartina alterniflora and invasive Phragmites australis stands have similar greenhouse gas emissions in a New England marsh,3,42.744051,-70.849776,continental,USA,Massachusetts,Plum Island Sound Estuary,Rough Meadows Marsh,NA,day,2012,2012,NA,NA,April,spring,Spartina alterniflora,NA,NA,mesotidal,mesohaline,salinity in paper,3,7.2,6.4,SE,umol/m2/h,light,fig,16.31,NA,0.39,17.43,2.67,NA,NA,NA,17.43,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,19_Plum Island Sound Estuary_Rough Meadows Marsh_2012_April_Spartina alterniflora_mesohaline_light_NA_NA,2.672016221,3
52,355,19,619,Emery and Fulweiler,2014,Spartina alterniflora and invasive Phragmites australis stands have similar greenhouse gas emissions in a New England marsh,4,42.744051,-70.849776,continental,USA,Massachusetts,Plum Island Sound Estuary,Rough Meadows Marsh,NA,day,2012,2012,NA,NA,May,spring,Spartina alterniflora,NA,NA,mesotidal,mesohaline,salinity in paper,3,6034.48,5862.07,SE,umol/m2/h,light,fig,16.31,NA,0.19,6.13,0.72,NA,NA,NA,6.13,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,19_Plum Island Sound Estuary_Rough Meadows Marsh_2012_May_Spartina alterniflora_mesohaline_light_NA_NA,9.398392153,3
53,356,19,615,Emery and Fulweiler,2014,Spartina alterniflora and invasive Phragmites australis stands have similar greenhouse gas emissions in a New England marsh,5,42.744051,-70.849776,continental,USA,Massachusetts,Plum Island Sound Estuary,Rough Meadows Marsh,NA,day,2012,2012,NA,NA,June,summer,Spartina alterniflora,NA,NA,mesotidal,mesohaline,salinity in paper,3,12,0.8,SE,umol/m2/h,light,fig,18.06,NA,0.19,12.71,1.02,NA,NA,NA,12.71,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,19_Plum Island Sound Estuary_Rough Meadows Marsh_2012_June_Spartina alterniflora_mesohaline_light_NA_NA,3.179785438,3
54,357,19,613,Emery and Fulweiler,2014,Spartina alterniflora and invasive Phragmites australis stands have similar greenhouse gas emissions in a New England marsh,6,42.744051,-70.849776,continental,USA,Massachusetts,Plum Island Sound Estuary,Rough Meadows Marsh,NA,day,2012,2012,NA,NA,July,summer,Spartina alterniflora,NA,NA,mesotidal,mesohaline,salinity in paper,3,81.6,66.4,SE,umol/m2/h,light,fig,23.11,NA,0,17.64,1.64,NA,NA,NA,17.64,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,19_Plum Island Sound Estuary_Rough Meadows Marsh_2012_July_Spartina alterniflora_mesohaline_light_NA_NA,5.095013986,3
55,358,19,609,Emery and Fulweiler,2014,Spartina alterniflora and invasive Phragmites australis stands have similar greenhouse gas emissions in a New England marsh,7,42.744051,-70.849776,continental,USA,Massachusetts,Plum Island Sound Estuary,Rough Meadows Marsh,NA,day,2012,2012,NA,NA,August,summer,Spartina alterniflora,NA,NA,mesotidal,polyhaline,salinity in paper,3,25.6,7.2,SE,umol/m2/h,light,fig,21.36,NA,0.39,19.49,2.46,NA,NA,NA,19.49,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,19_Plum Island Sound Estuary_Rough Meadows Marsh_2012_August_Spartina alterniflora_polyhaline_light_NA_NA,3.936120784,3
56,359,19,621,Emery and Fulweiler,2014,Spartina alterniflora and invasive Phragmites australis stands have similar greenhouse gas emissions in a New England marsh,8,42.744051,-70.849776,continental,USA,Massachusetts,Plum Island Sound Estuary,Rough Meadows Marsh,NA,day,2012,2012,NA,NA,September,fall,Spartina alterniflora,NA,NA,mesotidal,polyhaline,salinity in paper,3,5.6,4.8,SE,umol/m2/h,light,fig,14.17,NA,0,18.66,2.47,NA,NA,NA,18.66,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,19_Plum Island Sound Estuary_Rough Meadows Marsh_2012_September_Spartina alterniflora_polyhaline_light_NA_NA,2.423792044,3
57,360,19,610,Emery and Fulweiler,2014,Spartina alterniflora and invasive Phragmites australis stands have similar greenhouse gas emissions in a New England marsh,9,42.744051,-70.849776,continental,USA,Massachusetts,Plum Island Sound Estuary,Rough Meadows Marsh,NA,day,2012,2012,NA,NA,January,winter,Phragmites australis,NA,phag,mesotidal,mesohaline,salinity in paper,3,3.97,0.01,SE,umol/m2/h,light,fig,0,NA,1.94,5.92,0.93,NA,NA,NA,5.92,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,19_Plum Island Sound Estuary_Rough Meadows Marsh_2012_January_Phragmites australis_mesohaline_light_NA_phag,2.087410681,3
58,361,19,616,Emery and Fulweiler,2014,Spartina alterniflora and invasive Phragmites australis stands have similar greenhouse gas emissions in a New England marsh,10,42.744051,-70.849776,continental,USA,Massachusetts,Plum Island Sound Estuary,Rough Meadows Marsh,NA,day,2012,2012,NA,NA,March,spring,Phragmites australis,NA,phag,mesotidal,mesohaline,salinity in paper,3,0,0.01,SE,umol/m2/h,light,fig,7.57,NA,0,7.77,1.34,NA,NA,NA,7.77,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,19_Plum Island Sound Estuary_Rough Meadows Marsh_2012_March_Phragmites australis_mesohaline_light_NA_phag,0,3
59,362,19,606,Emery and Fulweiler,2014,Spartina alterniflora and invasive Phragmites australis stands have similar greenhouse gas emissions in a New England marsh,11,42.744051,-70.849776,continental,USA,Massachusetts,Plum Island Sound Estuary,Rough Meadows Marsh,NA,day,2012,2012,NA,NA,April,spring,Phragmites australis,NA,phag,mesotidal,mesohaline,salinity in paper,3,0,0.01,SE,umol/m2/h,light,fig,12.82,NA,0.77,11.99,2.67,NA,NA,NA,11.99,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,LI-COR,"Shimadzu GC-2014, FIID for ch4 and co2, ecd for n2o, Li‐Cor 6400‐09 for reco",FALSE,19_Plum Island Sound Estuary_Rough Meadows Marsh_2012_April_Phragmites australis_mesohaline_light_NA_phag,0,3
